uid,date,traj_site,traj_arr
1469,2013-01-12,"(367, 185, 367, 201, 367)","(8, 4, 8, 4, 8)"
1469,2013-01-13,"(367,)","(8,)"
1469,2013-01-14,"(201, 185)","(4,)"
1469,2013-01-15,"(201, 185, 201)","(4,)"
1469,2013-01-16,"(201,)","(4,)"
1469,2013-01-17,"(201, 188, 201, 185)","(4,)"
1469,2013-01-18,"(201, 185, 201)","(4,)"
1469,2013-01-19,"(201, 188, 201, 185)","(4,)"
1469,2013-01-20,"(200, 201, 174, 185)","(4, 3, 4)"
1470,2013-01-07,"(119, 71, 226, 253, 104, 130, 197, 170, 55, 95, 119)","(1, 4, 1)"
1470,2013-01-08,"(60, 119, 121, 119, 309, 111, 71, 119, 71, 119, 71)","(3, 1, 6, 1)"
1470,2013-01-09,"(309, 119, 78, 119, 93, 121, 71, 119, 71)","(6, 1)"
1470,2013-01-10,"(119, 274, 71)","(1, 3, 1)"
1470,2013-01-11,"(46, 119, 309, 311, 119, 71)","(2, 1, 6, 1)"
1470,2013-01-13,"(71,)","(1,)"
1470,2013-01-14,"(111, 119)","(1,)"
1470,2013-01-15,"(119, 408, 9, 119, 202, 177, 77, 47)","(1, 7, 2, 1, 4)"
1470,2013-01-16,"(119, 143, 119, 148, 170, 161, 71)","(1, 4, 1)"
1470,2013-01-17,"(31, 2)","(2,)"
1470,2013-01-18,"(143, 371, 394, 433, 371, 71)","(1, 7, 1)"
1470,2013-01-19,"(71, 143, 480, 478, 119)","(1, 10, 1)"
1470,2013-01-20,"(119,)","(1,)"
1471,2013-01-07,"(285, 148, 170, 157, 128, 101, 128, 85, 55, 56, 239, 285, 210, 239, 112, 285, 371, 386)","(3, 4, 3, 4, 1, 2, 3, 1, 3, 7)"
1471,2013-01-08,"(285, 128, 82, 77, 104, 239, 278, 89, 73, 89, 285, 273, 262, 55, 80)","(3, 4, 3, 2, 3, 1)"
1471,2013-01-09,"(386, 387, 394, 386, 87, 386, 373, 386, 373, 386, 308, 298, 288)","(7, 2, 7, 5)"
1471,2013-01-10,"(386, 285, 56, 83, 285, 248, 239, 394, 285, 55)","(7, 3, 2, 3, 7, 3, 1)"
1471,2013-01-11,"(111, 386, 373, 386, 371, 285, 262, 285, 210, 239, 291, 239, 278, 239, 210, 262, 295, 291, 285, 278, 273, 239, 248, 268, 256, 248, 21, 83, 31, 21, 278, 301, 291, 295, 309, 333, 386, 382, 386, 373, 382, 386, 382, 386, 373)","(1, 7, 3, 6, 3, 2, 3, 6, 3, 6, 7)"
1471,2013-01-12,"(386, 23, 21, 80, 85, 101, 85, 157, 210, 213, 248, 239, 371, 373, 380, 386, 402, 386)","(7, 2, 1, 4, 3, 1, 3, 7)"
1471,2013-01-13,"(373, 334, 116, 5, 9, 11, 371, 385, 373, 386, 373, 386, 51, 156, 373, 386)","(7, 6, 1, 2, 7, 2, 1, 7)"
1471,2013-01-14,"(285, 386)","(3, 7)"
1471,2013-01-15,"(386, 278, 262, 311, 394, 387, 356, 382, 386)","(7, 3, 6, 7)"
1471,2013-01-16,"(295, 82, 150, 104, 70, 126, 386, 382, 386, 371, 321, 310, 280, 298, 55)","(6, 4, 3, 7, 6, 5, 1)"
1471,2013-01-17,"(386, 371, 333, 273, 285, 70, 56, 80, 220, 55, 56, 55, 79, 85, 278, 285)","(7, 3, 4, 2, 1, 2, 1, 4, 3)"
1471,2013-01-18,"(386, 285, 346)","(7, 3, 7)"
1471,2013-01-19,"(386,)","(7,)"
1471,2013-01-20,"(21, 117, 55, 51, 334, 355, 394, 371, 278, 386)","(2, 3, 1, 2, 6, 7, 3, 7)"
1472,2013-01-07,"(166, 109)","(3, 4)"
1472,2013-01-08,"(137,)","(1,)"
1472,2013-01-09,"(109, 137, 166, 140)","(4, 1, 3, 4)"
1472,2013-01-10,"(47, 137, 124)","(4, 1, 4)"
1472,2013-01-11,"(137,)","(1,)"
1472,2013-01-12,"(109, 155, 69, 90, 109)","(4, 2, 4)"
1472,2013-01-13,"(109,)","(4,)"
1472,2013-01-14,"(137,)","(1,)"
1472,2013-01-15,"(109,)","(4,)"
1472,2013-01-16,"(137, 166, 137, 109)","(1, 3, 1, 4)"
1472,2013-01-17,"(124, 109)","(4,)"
1472,2013-01-18,"(137, 109)","(1, 4)"
1472,2013-01-19,"(109,)","(4,)"
1472,2013-01-20,"(109,)","(4,)"
1473,2013-01-07,"(114, 106, 114)","(3, 4, 3)"
1473,2013-01-08,"(114, 106, 70, 114)","(3, 4, 3)"
1473,2013-01-09,"(114,)","(3,)"
1473,2013-01-10,"(114, 106, 79, 106, 114, 102, 114)","(3, 4, 3)"
1473,2013-01-11,"(114, 49, 28, 52, 70, 114)","(3, 2, 4, 3)"
1473,2013-01-12,"(114, 49, 106, 114)","(3, 4, 3)"
1473,2013-01-13,"(114, 49, 52, 114, 127, 141, 114)","(3, 2, 3)"
1473,2013-01-14,"(114, 289, 114)","(3,)"
1473,2013-01-15,"(114, 106, 114, 144, 114)","(3, 4, 3)"
1473,2013-01-16,"(114, 38, 70, 106, 102, 114)","(3, 2, 4, 3)"
1473,2013-01-17,"(125, 114)","(3,)"
1473,2013-01-18,"(114, 70, 114)","(3, 4, 3)"
1473,2013-01-19,"(114, 106, 114)","(3, 4, 3)"
1473,2013-01-20,"(114, 38, 49, 114)","(3, 2, 3)"
1476,2013-01-07,"(100,)","(3,)"
1476,2013-01-08,"(100, 117, 100, 135, 100)","(3,)"
1476,2013-01-09,"(100, 142, 108, 100, 44, 100)","(3, 2, 3)"
1476,2013-01-10,"(100, 99, 89, 100)","(3, 2, 3)"
1476,2013-01-11,"(100, 89, 99, 100)","(3, 2, 3)"
1476,2013-01-12,"(100, 105, 106, 114, 100)","(3, 4, 3)"
1476,2013-01-13,"(126, 100)","(3,)"
1476,2013-01-14,"(100,)","(3,)"
1476,2013-01-15,"(100, 92, 126, 100, 89, 100, 89, 100)","(3, 2, 3, 2, 3)"
1476,2013-01-16,"(100, 92, 100)","(3,)"
1476,2013-01-17,"(100, 108, 100, 108, 89, 99, 100, 108, 99, 89)","(3, 2, 3, 2)"
1476,2013-01-18,"(100, 80, 169, 196, 100, 89, 100)","(3, 1, 3, 2, 3)"
1476,2013-01-19,"(100, 137, 100)","(3, 1, 3)"
1476,2013-01-20,"(100,)","(3,)"
1477,2013-01-07,"(120, 140, 120, 140, 110, 120, 140, 120, 140, 120, 140, 120, 140, 161)","(4,)"
1477,2013-01-08,"(140, 120, 140, 120, 140, 120, 140)","(4,)"
1477,2013-01-09,"(140, 120, 140, 110, 140, 120, 140, 70, 114)","(4, 3)"
1477,2013-01-10,"(114, 140, 110, 140, 139, 114, 106, 114)","(3, 4, 3, 4, 3)"
1477,2013-01-11,"(114, 140, 120, 140, 120, 140, 161, 140, 120, 140, 120, 114)","(3, 4, 3)"
1477,2013-01-12,"(140, 120, 140, 120, 140, 120, 140, 157, 141, 114)","(4, 3)"
1477,2013-01-13,"(140, 110, 140, 120, 110, 140, 120, 161, 140, 120, 140, 120, 140, 120, 140, 120, 140, 120)","(4,)"
1477,2013-01-14,"(140, 110, 140, 120, 109, 124, 109, 140, 120, 157, 120, 114)","(4, 3, 4, 3)"
1477,2013-01-15,"(114, 120, 140, 120, 140, 114)","(3, 4, 3)"
1477,2013-01-16,"(114, 140, 110, 120, 140, 120, 140)","(3, 4)"
1477,2013-01-17,"(120, 140, 120, 140, 120, 140, 120, 110, 120, 140, 120)","(4,)"
1477,2013-01-18,"(104, 140, 120, 140, 120, 140, 120, 140, 114)","(4, 3)"
1477,2013-01-19,"(140, 120, 140, 120, 140, 120, 110, 140, 120, 140, 120, 114)","(4, 3)"
1477,2013-01-20,"(120, 140, 120, 140, 120, 140, 120, 140, 120, 140, 104, 106, 114)","(4, 3)"
1478,2013-01-07,"(327,)","(6,)"
1478,2013-01-08,"(327,)","(6,)"
1478,2013-01-09,"(655, 660)","(16,)"
1478,2013-01-10,"(655, 660, 655, 660, 655, 660)","(16,)"
1478,2013-01-11,"(660, 655)","(16,)"
1478,2013-01-12,"(655,)","(16,)"
1478,2013-01-13,"(655,)","(16,)"
1478,2013-01-14,"(655, 629, 402, 285)","(16, 15, 7, 3)"
1478,2013-01-15,"(318,)","(5,)"
1478,2013-01-17,"(281,)","(3,)"
1479,2013-01-07,"(111, 138, 182, 138, 182, 138)","(1,)"
1479,2013-01-08,"(107, 138, 107, 138, 182)","(1,)"
1479,2013-01-09,"(138, 111, 107, 138)","(1,)"
1479,2013-01-10,"(138, 121, 114)","(1, 3)"
1479,2013-01-11,"(107, 138, 107, 111, 138)","(1,)"
1479,2013-01-12,"(111, 5, 271, 138)","(1, 2, 4, 1)"
1479,2013-01-13,"(138, 111, 107, 138)","(1,)"
1479,2013-01-14,"(107, 138)","(1,)"
1479,2013-01-15,"(107, 138, 111, 138, 107, 111)","(1,)"
1479,2013-01-16,"(111, 107, 111, 138, 111, 138)","(1,)"
1479,2013-01-17,"(138, 107, 111, 107, 138)","(1,)"
1479,2013-01-18,"(138,)","(1,)"
1479,2013-01-19,"(138,)","(1,)"
1479,2013-01-20,"(138, 111, 107, 138)","(1,)"
1481,2013-01-07,"(93,)","(1,)"
1481,2013-01-08,"(114,)","(3,)"
1481,2013-01-09,"(114, 144, 93, 114)","(3, 1, 3)"
1481,2013-01-10,"(93, 114)","(1, 3)"
1481,2013-01-11,"(114,)","(3,)"
1481,2013-01-15,"(114,)","(3,)"
1481,2013-01-17,"(127,)","(3,)"
1481,2013-01-18,"(114,)","(3,)"
1481,2013-01-19,"(114,)","(3,)"
1481,2013-01-20,"(114,)","(3,)"
1484,2013-01-07,"(144, 85, 104, 144)","(3, 4, 3)"
1484,2013-01-08,"(144, 168, 144)","(3,)"
1484,2013-01-09,"(125, 144)","(3,)"
1484,2013-01-10,"(144, 110, 144)","(3, 4, 3)"
1484,2013-01-11,"(85, 110, 144, 127, 144)","(4, 3)"
1484,2013-01-12,"(144, 127)","(3,)"
1484,2013-01-13,"(144, 218, 108)","(3, 1, 3)"
1484,2013-01-14,"(110, 85, 144)","(4, 3)"
1484,2013-01-15,"(144, 65, 144)","(3, 4, 3)"
1484,2013-01-16,"(144,)","(3,)"
1484,2013-01-17,"(144, 52, 110, 85, 110, 144)","(3, 2, 4, 3)"
1484,2013-01-18,"(144, 110, 144, 108, 144)","(3, 4, 3)"
1484,2013-01-19,"(144, 128)","(3, 4)"
1484,2013-01-20,"(144, 194, 173)","(3, 1)"
1485,2013-01-07,"(19, 24, 19)","(2,)"
1485,2013-01-08,"(19, 30, 19, 30, 19, 30, 19)","(2,)"
1485,2013-01-09,"(19, 24)","(2,)"
1485,2013-01-10,"(19, 24, 19)","(2,)"
1485,2013-01-11,"(30, 19)","(2,)"
1485,2013-01-12,"(19, 30, 19, 30, 28, 19)","(2,)"
1485,2013-01-13,"(19, 60, 30, 19)","(2, 3, 2)"
1485,2013-01-14,"(19,)","(2,)"
1485,2013-01-15,"(24, 19, 28, 19, 30, 19)","(2,)"
1485,2013-01-16,"(19, 30, 19)","(2,)"
1485,2013-01-17,"(19,)","(2,)"
1485,2013-01-18,"(19, 30, 19, 114, 19)","(2, 3, 2)"
1485,2013-01-19,"(30, 1513, 19, 30, 19)","(2, 108, 2)"
1485,2013-01-20,"(19, 30, 19, 33, 130, 61, 19, 30, 19)","(2, 4, 2)"
1486,2013-01-07,"(411,)","(7,)"
1486,2013-01-08,"(411,)","(7,)"
1486,2013-01-10,"(411, 237)","(7, 3)"
1486,2013-01-11,"(237,)","(3,)"
1486,2013-01-12,"(201, 411)","(4, 7)"
1486,2013-01-13,"(411,)","(7,)"
1486,2013-01-15,"(237, 171)","(3,)"
1486,2013-01-17,"(411,)","(7,)"
1486,2013-01-18,"(411, 419, 416)","(7,)"
1486,2013-01-19,"(237,)","(3,)"
1488,2013-01-07,"(273, 285)","(3,)"
1488,2013-01-08,"(243, 253, 179, 201, 202, 285)","(4, 3)"
1488,2013-01-09,"(285, 284, 285)","(3,)"
1488,2013-01-10,"(257, 242, 285, 298)","(4, 3, 5)"
1488,2013-01-11,"(285, 295, 285)","(3, 6, 3)"
1488,2013-01-12,"(285, 240, 285, 292, 298, 292)","(3, 1, 3, 5)"
1488,2013-01-13,"(292, 298, 296, 288, 203, 264, 218, 203, 194, 203, 194, 176, 218, 292, 285)","(5, 1, 5, 3)"
1488,2013-01-14,"(285, 239, 262, 219, 193, 200, 193, 285)","(3, 4, 3)"
1488,2013-01-15,"(285, 68, 173, 207, 259, 304, 303, 298, 296, 298, 296, 285)","(3, 2, 1, 5, 3)"
1488,2013-01-16,"(285, 291, 257, 243, 250, 200, 193, 219, 202, 165, 119, 288, 298, 274, 285)","(3, 4, 1, 5, 3)"
1488,2013-01-17,"(285, 274, 285)","(3,)"
1488,2013-01-18,"(285, 284, 262, 239, 285)","(3,)"
1488,2013-01-19,"(284, 285, 292, 285)","(3, 5, 3)"
1488,2013-01-20,"(285,)","(3,)"
1489,2013-01-07,"(169, 196, 169, 34, 196, 169)","(1, 2, 1)"
1489,2013-01-08,"(169,)","(1,)"
1489,2013-01-09,"(169, 89, 99, 89, 169)","(1, 2, 3, 2, 1)"
1489,2013-01-10,"(169, 89, 169, 196, 169)","(1, 2, 1)"
1489,2013-01-11,"(169, 89, 169, 209, 169, 196)","(1, 2, 1)"
1489,2013-01-12,"(45, 34, 46, 45, 134, 116, 169, 196, 169, 196)","(1, 2, 1)"
1489,2013-01-13,"(169, 196)","(1,)"
1489,2013-01-14,"(196, 169, 196, 169, 196, 34, 196, 169, 196)","(1, 2, 1)"
1489,2013-01-15,"(34, 196, 169)","(2, 1)"
1489,2013-01-16,"(169, 96, 34, 39, 30, 169, 196)","(1, 2, 1)"
1489,2013-01-17,"(169, 196, 169, 196, 169, 212, 169, 196, 169)","(1,)"
1489,2013-01-18,"(169, 196, 169, 49, 196)","(1, 3, 1)"
1489,2013-01-19,"(196, 169, 259, 34, 196, 169)","(1, 2, 1)"
1489,2013-01-20,"(196, 169)","(1,)"
1492,2013-01-08,"(137, 121, 117, 137, 117, 135, 117, 135, 117, 137, 170, 161, 117, 144, 141, 144, 161, 132, 170, 188)","(1, 3, 1, 3, 1, 4, 3, 4)"
1492,2013-01-09,"(135, 121, 137, 121, 137, 121, 81, 102, 161, 188, 170, 121, 137, 121, 137, 117, 135, 121, 135, 81, 171, 157, 161, 188, 170, 188)","(3, 1, 2, 3, 4, 1, 3, 1, 3, 2, 3, 4)"
1492,2013-01-10,"(135, 121, 135, 117, 135, 108, 141, 128, 161, 102, 161, 170, 188, 170, 188)","(3, 1, 3, 4, 3, 4)"
1492,2013-01-11,"(121, 137, 121, 170, 188)","(1, 4)"
1492,2013-01-12,"(161, 121, 117, 137, 121, 100, 137, 121, 117, 102, 161, 132, 161, 170, 188, 161, 139, 170)","(4, 1, 3, 1, 3, 1, 3, 4)"
1492,2013-01-13,"(170, 137, 117, 121, 137, 121, 117, 135, 108, 81, 128, 161, 170, 161, 170, 188, 161, 117, 135, 137, 121, 137, 121, 137, 121, 137, 121, 137, 161, 170, 161, 170)","(4, 1, 3, 1, 3, 2, 4, 3, 1, 4)"
1492,2013-01-14,"(188, 117, 137, 121, 137, 121, 137, 117, 135, 117, 135, 117, 135, 161, 170, 161, 137, 121, 137, 121, 137, 170, 188, 170, 188, 170, 188, 170, 188, 170, 188, 170, 188)","(4, 3, 1, 3, 4, 1, 4)"
1492,2013-01-15,"(137, 121, 137, 121, 117, 137, 117, 135, 117, 135, 121, 97, 137, 121, 117, 135, 117, 137, 121, 117, 102, 171, 161, 137, 121, 137, 135, 81, 161, 170)","(1, 3, 1, 3, 1, 3, 1, 3, 4, 1, 3, 2, 4)"
1492,2013-01-16,"(117, 121, 137, 117, 126, 117, 119, 111, 117, 100, 121, 117, 121, 117, 97, 188, 161, 170, 105, 117, 111, 135, 117, 135, 137, 121, 117, 137, 121, 117, 135, 81, 168, 171, 149, 127, 144, 127, 81, 102, 81, 102, 188)","(3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 4, 3, 1, 3, 1, 3, 1, 3, 2, 3, 2, 3, 2, 3, 4)"
1492,2013-01-17,"(121, 137, 135, 117, 135, 117)","(1, 3)"
1492,2013-01-18,"(137, 121, 135, 81, 102, 188, 170, 188, 170, 161, 170, 188, 170, 188, 117, 137)","(1, 3, 2, 3, 4, 3, 1)"
1492,2013-01-19,"(161, 170, 188, 170, 161, 188, 170)","(4,)"
1492,2013-01-20,"(157, 137, 121, 137, 121, 137, 135, 117, 135, 117, 100, 127, 171, 170, 191, 170, 188, 170, 161, 170, 188, 121, 188, 161, 188, 170)","(3, 1, 3, 4, 3, 4, 1, 4)"
1493,2013-01-07,"(183, 192, 183, 192, 191, 219, 228, 55, 192, 163, 192, 183, 191, 192)","(3, 4, 1, 3, 4, 3)"
1493,2013-01-08,"(192, 183, 192, 183, 155, 140, 163, 183, 192, 140, 163, 191, 192, 183, 192)","(3, 4, 3, 4, 3)"
1493,2013-01-09,"(183, 155, 147, 140, 163, 140, 183, 192, 183, 140, 192)","(3, 4, 3, 4, 3)"
1493,2013-01-10,"(55, 140, 163, 147, 163, 147, 140, 155, 170, 183, 163, 140, 267, 202, 219, 192)","(1, 4, 3, 4, 3)"
1493,2013-01-11,"(192, 227, 183, 192, 183, 192, 183)","(3, 4, 3)"
1493,2013-01-12,"(192, 183, 129, 116)","(3, 2, 1)"
1493,2013-01-13,"(123, 167)","(2, 1)"
1493,2013-01-14,"(183, 192, 146, 184, 192)","(3,)"
1493,2013-01-15,"(183, 180, 219, 184, 205, 140, 147, 206, 192)","(3, 1, 4, 3, 4, 3)"
1493,2013-01-16,"(183, 192)","(3,)"
1493,2013-01-17,"(192, 183)","(3,)"
1493,2013-01-18,"(192,)","(3,)"
1493,2013-01-19,"(183, 171, 157, 183, 206, 192)","(3,)"
1493,2013-01-20,"(192,)","(3,)"
1495,2013-01-07,"(732, 560, 733)","(28, 19, 28)"
1495,2013-01-08,"(731, 733)","(28,)"
1495,2013-01-09,"(329, 733, 731)","(6, 28)"
1495,2013-01-10,"(732, 731, 733, 732, 731, 533, 419, 423, 416, 333, 309, 256, 329)","(28, 19, 7, 6, 3, 6)"
1495,2013-01-11,"(329, 317, 292, 255, 423, 329)","(6, 5, 3, 7, 6)"
1495,2013-01-12,"(532,)","(12,)"
1495,2013-01-13,"(732,)","(28,)"
1495,2013-01-14,"(533,)","(19,)"
1495,2013-01-15,"(301, 402, 265, 373, 541, 559, 733, 732, 731, 733)","(6, 7, 3, 7, 19, 28)"
1495,2013-01-16,"(731, 733, 732, 854, 733, 731, 733)","(28, 26, 28)"
1495,2013-01-17,"(732, 327, 335, 340, 329, 480, 490, 503, 487, 510, 503, 551, 541, 448, 454, 440, 423, 448, 442, 329)","(28, 6, 10, 11, 15, 11, 19, 9, 7, 9, 6)"
1495,2013-01-18,"(234, 228, 465)","(3, 4, 9)"
1495,2013-01-19,"(371, 234, 454, 490, 732, 733, 731, 733, 731, 732, 733, 732)","(7, 3, 9, 10, 28)"
1495,2013-01-20,"(731, 733, 732)","(28,)"
1496,2013-01-07,"(565, 559, 541, 559, 562, 402, 88, 78, 210, 248, 244, 248, 210, 78, 55, 213, 202, 179, 202, 228, 201, 302, 210, 292, 419, 244, 181, 166, 210, 93, 56, 288, 293)","(20, 19, 20, 7, 1, 3, 1, 4, 6, 3, 5, 7, 3, 1, 2, 5)"
1496,2013-01-08,"(293, 288, 264, 55, 78, 88, 78, 88, 78, 71, 78, 88, 78, 71, 78, 55, 78, 88, 71, 78, 88, 78, 88, 202, 201, 244, 210, 87, 81, 102, 288)","(5, 1, 4, 3, 2, 3, 5)"
1496,2013-01-09,"(288, 264, 78, 88, 78, 71, 78, 71, 78, 71, 88, 78, 71, 78, 55, 80, 116, 280, 288, 293, 277, 292, 259, 277, 281, 311, 333, 355, 433, 423, 440, 454, 461, 473, 464, 480, 490, 503, 529, 541, 565)","(5, 1, 5, 1, 5, 3, 6, 7, 6, 7, 9, 10, 9, 10, 11, 20, 19, 20)"
1496,2013-01-10,"(565, 559, 562, 541, 293, 288, 298, 134, 78, 88, 78, 88, 78, 244, 248, 321, 333, 408, 503, 541, 557, 558, 554, 571, 558, 565)","(20, 19, 20, 19, 5, 1, 3, 6, 7, 11, 19, 20)"
1496,2013-01-11,"(558, 565, 78, 88, 78, 88, 293)","(20, 1, 5)"
1496,2013-01-12,"(264, 277, 78, 71, 88, 78, 88, 71, 106, 202, 166, 93, 78, 80, 116, 134, 203, 167, 259, 293)","(1, 5, 1, 4, 3, 1, 5)"
1496,2013-01-13,"(78, 88, 78, 88, 78, 88, 78, 71, 78, 55, 56, 55, 56, 116, 167, 203, 293, 264, 464, 480, 486, 488, 565, 556, 558, 556)","(1, 2, 1, 2, 1, 5, 1, 9, 10, 20)"
1496,2013-01-14,"(539, 78, 88, 78, 56, 88, 78, 88, 78, 71, 78, 88, 78, 71, 78, 56, 71, 78, 309, 291, 244, 256, 285, 293)","(19, 1, 2, 1, 2, 1, 6, 3, 5)"
1496,2013-01-15,"(88, 78, 244, 270, 291, 273, 244, 231, 292, 264, 288, 293, 288, 310, 298, 310, 308, 303, 288)","(1, 3, 5, 1, 5)"
1496,2013-01-16,"(288, 277, 78, 88, 78, 131, 202, 179, 165, 131, 78, 71, 78, 244, 210, 264, 293)","(5, 1, 3, 4, 3, 1, 3, 1, 5)"
1496,2013-01-17,"(293, 288, 277, 55, 78, 88, 55, 80, 156, 264, 293, 288, 293)","(5, 1, 5)"
1496,2013-01-18,"(71, 78, 93, 78, 88, 78, 97, 117, 121, 78, 80)","(1, 3, 1)"
1496,2013-01-19,"(88, 78, 131, 78, 88, 78, 293, 288, 293)","(1, 3, 1, 5)"
1496,2013-01-20,"(293, 78, 55, 190, 153, 134, 167, 293, 292, 277, 394, 503, 556, 562, 566, 565, 566, 556, 571, 565)","(5, 1, 5, 7, 11, 20, 19, 20, 19, 20)"
1498,2013-01-07,"(389, 397, 333, 127, 311, 389)","(8, 7, 3, 6, 8)"
1498,2013-01-08,"(389, 319, 268)","(8, 6, 3)"
1498,2013-01-09,"(268, 389)","(3, 8)"
1498,2013-01-10,"(268, 389)","(3, 8)"
1498,2013-01-11,"(401, 389)","(8,)"
1498,2013-01-12,"(268,)","(3,)"
1498,2013-01-13,"(389, 405, 401, 539, 448)","(8, 19, 9)"
1498,2013-01-14,"(268,)","(3,)"
1498,2013-01-15,"(389,)","(8,)"
1498,2013-01-16,"(256, 270, 389)","(3, 8)"
1498,2013-01-17,"(389,)","(8,)"
1498,2013-01-20,"(389,)","(8,)"
1499,2013-01-07,"(317,)","(6,)"
1499,2013-01-09,"(313, 319, 355, 480, 924, 923)","(6, 10, 54)"
1499,2013-01-10,"(923, 752, 319, 313, 317)","(54, 33, 6)"
1499,2013-01-11,"(313, 317, 313, 317, 313)","(6,)"
1499,2013-01-12,"(313,)","(6,)"
1499,2013-01-14,"(313,)","(6,)"
1499,2013-01-15,"(317, 313, 317)","(6,)"
1499,2013-01-16,"(317, 313, 317, 313)","(6,)"
1499,2013-01-17,"(317, 245)","(6, 3)"
1499,2013-01-18,"(305, 313)","(5, 6)"
1499,2013-01-19,"(317, 351, 313, 305, 317)","(6, 5, 6, 5, 6)"
1499,2013-01-20,"(313, 317)","(6,)"
1500,2013-01-07,"(230, 235)","(4,)"
1500,2013-01-08,"(235, 114)","(4, 3)"
1500,2013-01-09,"(235, 114)","(4, 3)"
1500,2013-01-10,"(235,)","(4,)"
1500,2013-01-11,"(114,)","(3,)"
1500,2013-01-12,"(249, 230, 249, 235, 230, 235, 230)","(4,)"
1500,2013-01-13,"(114,)","(3,)"
1500,2013-01-15,"(202, 114)","(4, 3)"
1500,2013-01-16,"(235, 230, 114)","(4, 3)"
1500,2013-01-17,"(235, 327, 253, 235, 114)","(4, 6, 4, 3)"
1500,2013-01-18,"(235, 230, 235, 230, 193, 202, 193, 114)","(4, 3)"
1500,2013-01-19,"(235, 114)","(4, 3)"
1500,2013-01-20,"(202, 235, 114)","(4, 3)"
1514,2013-01-07,"(161, 132, 95, 148, 131)","(4, 1, 4, 3)"
1514,2013-01-09,"(132, 161)","(4,)"
1514,2013-01-10,"(161, 165, 139, 161, 132)","(4,)"
1514,2013-01-11,"(161,)","(4,)"
1514,2013-01-12,"(161, 188, 161, 128, 139, 161, 155, 161, 155, 161)","(4,)"
1514,2013-01-13,"(147, 161, 121)","(4, 1)"
1514,2013-01-14,"(161,)","(4,)"
1514,2013-01-15,"(155, 188, 161)","(4,)"
1514,2013-01-16,"(161,)","(4,)"
1514,2013-01-17,"(155, 161, 132, 161, 132, 161)","(4,)"
1514,2013-01-18,"(188, 140)","(4,)"
1514,2013-01-19,"(155, 104, 155, 161)","(4,)"
1514,2013-01-20,"(139, 161)","(4,)"
1515,2013-01-07,"(157, 139)","(3, 4)"
1515,2013-01-08,"(139, 157, 191, 170, 139)","(4, 3, 4)"
1515,2013-01-09,"(157, 170, 139)","(3, 4)"
1515,2013-01-10,"(157, 139)","(3, 4)"
1515,2013-01-11,"(144, 159, 139, 128, 139)","(3, 4)"
1515,2013-01-12,"(157,)","(3,)"
1515,2013-01-13,"(128, 139)","(4,)"
1515,2013-01-14,"(128, 148, 157, 141, 157, 139, 128)","(4, 3, 4)"
1515,2013-01-15,"(139,)","(4,)"
1515,2013-01-16,"(139,)","(4,)"
1515,2013-01-17,"(139,)","(4,)"
1515,2013-01-18,"(635,)","(36,)"
1515,2013-01-19,"(635, 139)","(36, 4)"
1515,2013-01-20,"(139, 128, 139)","(4,)"
1520,2013-01-07,"(183, 48)","(3, 2)"
1520,2013-01-08,"(192,)","(3,)"
1520,2013-01-09,"(227, 171, 135)","(4, 3)"
1520,2013-01-10,"(105, 175, 205)","(4, 3)"
1520,2013-01-11,"(247, 257, 232, 252, 214, 227, 192, 171, 135)","(4, 3, 4, 3)"
1520,2013-01-12,"(205, 183, 171, 183, 171, 183, 171, 168, 171, 48, 57, 48)","(3, 2, 3, 2)"
1520,2013-01-13,"(183, 171, 159, 255, 408, 425, 456, 420, 428, 160, 184, 171, 205, 135)","(3, 7, 8, 10, 8, 3)"
1520,2013-01-14,"(114, 127, 141, 171, 183, 85, 157, 183)","(3, 4, 3)"
1520,2013-01-15,"(70, 257, 237, 183, 171, 183, 171, 114, 70, 48)","(4, 3, 4, 2)"
1520,2013-01-16,"(105, 200, 216, 214, 227, 214, 208, 227, 216, 247, 257, 227, 183, 48)","(4, 3, 2)"
1520,2013-01-17,"(81, 140, 165, 216, 267, 253, 171, 183, 171)","(2, 4, 3)"
1520,2013-01-18,"(214, 200, 193, 243, 216, 214, 200, 179, 131, 157, 48)","(4, 3, 2)"
1520,2013-01-19,"(57, 100, 135, 126, 146, 126, 205, 171, 183, 157, 192, 48)","(3, 2)"
1520,2013-01-20,"(183, 171, 183, 57, 48)","(3, 2)"
1522,2013-01-07,"(209, 232, 188, 201, 232, 257, 252, 257, 271, 249, 232, 271, 249, 224, 232, 191, 190, 209)","(1, 3, 4, 3, 4, 3, 4, 3, 4, 3, 1)"
1522,2013-01-08,"(232, 191, 238, 209)","(3, 1)"
1522,2013-01-09,"(232, 188, 191, 220, 259, 238, 251, 238, 209, 238, 209)","(3, 4, 3, 1)"
1522,2013-01-10,"(173, 192, 5, 8, 9, 50, 305, 232, 208, 226, 209)","(1, 3, 2, 5, 3, 4, 1)"
1522,2013-01-11,"(232, 191)","(3,)"
1522,2013-01-12,"(209, 240)","(1,)"
1522,2013-01-13,"(209,)","(1,)"
1522,2013-01-14,"(209, 228, 201, 232, 188, 191, 232, 191, 222, 236, 209)","(1, 4, 3, 4, 3, 1)"
1522,2013-01-15,"(232, 188, 201, 237, 232, 191, 240, 259, 238, 209)","(3, 4, 3, 1)"
